ejercicio,area,institucion,unidad,linea,fuente,economico,objeto,aprobado,propuesto,nivel,diferencia
2019,1,100,1,101,1,2111,51101,3265560,,1,
2019,1,100,1,101,1,2111,51103,72090,,1,
2019,1,100,1,101,1,2111,51104,23460,,1,
2019,1,100,1,101,1,2111,51107,210775,,1,
2019,1,100,1,101,1,2111,51201,15715060,,1,
2019,1,100,1,101,1,2111,51203,510895,,1,
2019,1,100,1,101,1,2111,51204,65340,,1,
2019,1,100,1,101,1,2111,51207,1021830,,1,
2019,1,100,1,101,1,2111,51401,586055,,1,
2019,1,100,1,101,1,2111,51402,3433885,,1,
2019,1,100,1,101,1,2111,51501,73790,,1,
2019,1,100,1,101,1,2111,51502,159885,,1,
2019,1,100,1,101,1,2112,54101,69785,,1,
2019,1,100,1,101,1,2112,54103,100,,1,
2019,1,100,1,101,1,2112,54104,15,,1,
2019,1,100,1,101,1,2112,54105,89050,,1,
2019,1,100,1,101,1,2112,54106,195,,1,
2019,1,100,1,101,1,2112,54107,21975,,1,
2019,1,100,1,101,1,2112,54112,65,,1,
2019,1,100,1,101,1,2112,54114,40765,,1,
2019,1,100,1,101,1,2112,54115,8695,,1,
2019,1,100,1,101,1,2112,54116,80,,1,
2019,1,100,1,101,1,2112,54118,355,,1,
2019,1,100,1,101,1,2112,54119,1190,,1,
2019,1,100,1,101,1,2112,54199,13575,,1,
2019,1,100,1,101,1,2112,54301,3000,,1,
2019,1,100,1,101,1,2112,54303,4345,,1,
2019,1,100,1,101,1,2112,54304,5500,,1,
2019,1,100,1,101,1,2112,54314,40000,,1,
2019,1,100,1,101,1,2112,54599,4000,,1,
2019,1,100,1,101,1,2211,61101,19605,,1,
2019,1,100,1,101,1,2211,61102,4395,,1,
2019,1,100,1,101,1,2211,61104,1000,,1,
2019,1,100,1,101,1,2211,61199,2805,,1,
2019,1,100,1,102,1,2111,51101,1144665,,1,
2019,1,100,1,102,1,2111,51103,27375,,1,
2019,1,100,1,102,1,2111,51104,2760,,1,
2019,1,100,1,102,1,2111,51107,86235,,1,
2019,1,100,1,102,1,2111,51201,1404600,,1,
2019,1,100,1,102,1,2111,51203,44115,,1,
2019,1,100,1,102,1,2111,51207,105395,,1,
2019,1,100,1,102,1,2111,51301,155700,,1,
2019,1,100,1,102,1,2111,51401,227910,,1,
2019,1,100,1,102,1,2111,51402,319705,,1,
2019,1,100,1,102,1,2111,51403,10510,,1,
2019,1,100,1,102,1,2111,51501,17040,,1,
2019,1,100,1,102,1,2111,51502,10320,,1,
2019,1,100,1,102,1,2111,51503,13790,,1,
2019,1,100,1,102,1,2111,51701,140000,,1,
2019,1,100,1,102,1,2111,51903,24000,,1,
2019,1,100,1,102,1,2111,51999,40000,,1,
2019,1,100,1,102,1,2112,54101,9645,,1,
2019,1,100,1,102,1,2112,54104,43230,,1,
2019,1,100,1,102,1,2112,54105,22925,,1,
2019,1,100,1,102,1,2112,54106,2105,,1,
2019,1,100,1,102,1,2112,54107,15235,,1,
2019,1,100,1,102,1,2112,54108,29890,,1,
2019,1,100,1,102,1,2112,54110,10,,1,
2019,1,100,1,102,1,2112,54111,2400,,1,
2019,1,100,1,102,1,2112,54113,2860,,1,
2019,1,100,1,102,1,2112,54114,6940,,1,
2019,1,100,1,102,1,2112,54115,4115,,1,
2019,1,100,1,102,1,2112,54118,1770,,1,
2019,1,100,1,102,1,2112,54119,910,,1,
2019,1,100,1,102,1,2112,54199,3690,,1,
2019,1,100,1,102,1,2112,54201,210000,,1,
2019,1,100,1,102,1,2112,54301,1980,,1,
2019,1,100,1,102,1,2112,54310,10400,,1,
2019,1,100,1,102,1,2112,54314,15300,,1,
2019,1,100,1,102,1,2112,54399,219275,,1,
2019,1,100,1,102,1,2112,54505,11480,,1,
2019,1,100,1,102,1,2135,55599,3960,,1,
2019,1,100,1,102,1,2136,55601,466080,,1,
2019,1,100,1,102,1,2142,5623231,50,,1,
2019,1,100,1,102,1,2211,61101,17215,,1,
2019,1,100,1,102,1,2211,61102,2295,,1,
2019,1,100,1,102,1,2211,61103,3930,,1,
2019,1,100,1,102,1,2211,61107,1000,,1,
2019,1,100,1,102,1,2211,61108,1370,,1,
2019,1,100,1,102,1,2211,61199,2530,,1,
2019,1,100,1,103,1,2111,51101,1790095,,1,
2019,1,100,1,103,1,2111,51103,44260,,1,
2019,1,100,1,103,1,2111,51107,118785,,1,
2019,1,100,1,103,1,2111,51201,2899330,,1,
2019,1,100,1,103,1,2111,51203,94390,,1,
2019,1,100,1,103,1,2111,51204,6900,,1,
2019,1,100,1,103,1,2111,51207,193810,,1,
2019,1,100,1,103,1,2111,51401,295740,,1,
2019,1,100,1,103,1,2111,51402,634170,,1,
2019,1,100,1,103,1,2111,51501,53075,,1,
2019,1,100,1,103,1,2111,51502,34905,,1,
2019,1,100,1,103,1,2112,54101,13470,,1,
2019,1,100,1,103,1,2112,54103,6325,,1,
2019,1,100,1,103,1,2112,54104,805,,1,
2019,1,100,1,103,1,2112,54105,33610,,1,
2019,1,100,1,103,1,2112,54106,1505,,1,
2019,1,100,1,103,1,2112,54107,42530,,1,
2019,1,100,1,103,1,2112,54109,60050,,1,
2019,1,100,1,103,1,2112,54110,110720,,1,
2019,1,100,1,103,1,2112,54111,14240,,1,
2019,1,100,1,103,1,2112,54112,23930,,1,
2019,1,100,1,103,1,2112,54113,205,,1,
2019,1,100,1,103,1,2112,54114,7630,,1,
2019,1,100,1,103,1,2112,54115,8270,,1,
2019,1,100,1,103,1,2112,54116,75,,1,
2019,1,100,1,103,1,2112,54117,685,,1,
2019,1,100,1,103,1,2112,54118,11845,,1,
2019,1,100,1,103,1,2112,54119,17575,,1,
2019,1,100,1,103,1,2112,54199,8645,,1,
2019,1,100,1,103,1,2112,54201,200000,,1,
2019,1,100,1,103,1,2112,54202,142680,,1,
2019,1,100,1,103,1,2112,54203,1001810,,1,
2019,1,100,1,103,1,2112,54204,600,,1,
2019,1,100,1,103,1,2112,54301,304500,,1,
2019,1,100,1,103,1,2112,54302,200000,,1,
2019,1,100,1,103,1,2112,54306,300000,,1,
2019,1,100,1,103,1,2112,54316,276000,,1,
2019,1,100,1,103,1,2112,54399,13900,,1,
2019,1,100,1,103,1,2112,54505,5000,,1,
2019,1,100,1,103,1,2112,54599,5000,,1,
2019,1,100,1,103,1,2135,55599,115810,,1,
2019,1,100,1,103,1,2136,55602,300000,,1,
2019,1,100,1,103,1,2211,61101,6445,,1,
2019,1,100,1,103,1,2211,61102,12960,,1,
2019,1,100,1,103,1,2211,61104,626270,,1,
2019,1,100,1,103,1,2211,61108,4855,,1,
2019,1,100,1,103,1,2211,61199,4785,,1,
2019,1,100,1,103,1,2213,61403,140500,,1,
2019,1,100,1,104,1,2111,51101,987680,,1,
2019,1,100,1,104,1,2111,51103,21445,,1,
2019,1,100,1,104,1,2111,51104,1380,,1,
2019,1,100,1,104,1,2111,51107,47460,,1,
2019,1,100,1,104,1,2111,51201,2930935,,1,
2019,1,100,1,104,1,2111,51203,106625,,1,
2019,1,100,1,104,1,2111,51207,142370,,1,
2019,1,100,1,104,1,2111,51401,198560,,1,
2019,1,100,1,104,1,2111,51402,687425,,1,
2019,1,100,1,104,1,2111,51501,12775,,1,
2019,1,100,1,104,1,2111,51502,20840,,1,
2019,1,100,1,104,1,2112,54101,14075,,1,
2019,1,100,1,104,1,2112,54103,4870,,1,
2019,1,100,1,104,1,2112,54104,660,,1,
2019,1,100,1,104,1,2112,54105,108450,,1,
2019,1,100,1,104,1,2112,54106,190,,1,
2019,1,100,1,104,1,2112,54107,10590,,1,
2019,1,100,1,104,1,2112,54112,145,,1,
2019,1,100,1,104,1,2112,54113,100,,1,
2019,1,100,1,104,1,2112,54114,11195,,1,
2019,1,100,1,104,1,2112,54115,10620,,1,
2019,1,100,1,104,1,2112,54116,43280,,1,
2019,1,100,1,104,1,2112,54118,7155,,1,
2019,1,100,1,104,1,2112,54119,1290,,1,
2019,1,100,1,104,1,2112,54199,9130,,1,
2019,1,100,1,104,1,2112,54201,118780,,1,
2019,1,100,1,104,1,2112,54301,25095,,1,
2019,1,100,1,104,1,2112,54305,100000,,1,
2019,1,100,1,104,1,2112,54313,4795,,1,
2019,1,100,1,104,1,2112,54317,8505,,1,
2019,1,100,1,104,1,2211,61101,14565,,1,
2019,1,100,1,104,1,2211,61102,28095,,1,
2019,1,100,1,104,1,2211,61108,1000,,1,
2019,1,100,1,104,1,2211,61199,3380,,1,
2019,1,100,2,201,1,2111,51101,4411050,,1,
2019,1,100,2,201,1,2111,51103,74830,,1,
2019,1,100,2,201,1,2111,51107,624155,,1,
2019,1,100,2,201,1,2111,51201,2180775,,1,
2019,1,100,2,201,1,2111,51203,55665,,1,
2019,1,100,2,201,1,2111,51207,307420,,1,
2019,1,100,2,201,1,2111,51401,526340,,1,
2019,1,100,2,201,1,2111,51402,417340,,1,
2019,1,100,2,201,1,2111,51501,187145,,1,
2019,1,100,2,201,1,2111,51502,42145,,1,
2019,1,100,2,201,1,2111,51601,1875430,,1,
2019,1,100,2,201,1,2111,51999,75855,,1,
2019,1,100,2,201,1,2112,54101,49395,,1,
2019,1,100,2,201,1,2112,54104,55,,1,
2019,1,100,2,201,1,2112,54105,72935,,1,
2019,1,100,2,201,1,2112,54106,280,,1,
2019,1,100,2,201,1,2112,54107,12825,,1,
2019,1,100,2,201,1,2112,54112,240,,1,
2019,1,100,2,201,1,2112,54114,9770,,1,
2019,1,100,2,201,1,2112,54115,1830,,1,
2019,1,100,2,201,1,2112,54116,810,,1,
2019,1,100,2,201,1,2112,54118,130,,1,
2019,1,100,2,201,1,2112,54119,1400,,1,
2019,1,100,2,201,1,2112,54199,7560,,1,
2019,1,100,2,201,1,2112,54201,114000,,1,
2019,1,100,2,201,1,2112,54202,25000,,1,
2019,1,100,2,201,1,2112,54204,680,,1,
2019,1,100,2,201,1,2112,54301,9810,,1,
2019,1,100,2,201,1,2112,54304,500,,1,
2019,1,100,2,201,1,2112,54307,480,,1,
2019,1,100,2,201,1,2112,54310,80000,,1,
2019,1,100,2,201,1,2112,54313,960,,1,
2019,1,100,2,201,1,2112,54314,34940,,1,
2019,1,100,2,201,1,2112,54317,78550,,1,
2019,1,100,2,201,1,2112,54399,6525,,1,
2019,1,100,2,201,1,2112,54402,360000,,1,
2019,1,100,2,201,1,2112,54404,292000,,1,
2019,1,100,2,201,1,2112,54503,49635,,1,
2019,1,100,2,201,1,2143,56303,5000,,1,
2019,1,100,2,201,1,2144,56404,67810,,1,
2019,1,100,2,201,1,2211,61101,2390,,1,
2019,1,100,2,201,1,2211,61102,990,,1,
2019,1,100,2,201,1,2211,61104,300,,1,
2019,1,100,2,201,1,2211,61107,1550,,1,
2019,1,100,2,201,1,2211,61199,520,,1,
2019,1,100,3,301,1,2214,61502,5000,,1,
2019,1,200,1,101,1,2111,51101,163415,163415.0,1,0.0
2019,1,200,1,101,1,2111,51103,1370,1370.0,1,0.0
2019,1,200,1,101,1,2111,51107,27240,27240.0,1,0.0
2019,1,200,1,101,1,2111,51401,2700,2700.0,1,0.0
2019,1,200,1,101,1,2111,51501,12665,12665.0,1,0.0
2019,1,200,1,101,1,2111,51601,60000,60000.0,1,0.0
2019,1,200,1,101,1,2112,54101,6720,6720.0,1,0.0
2019,1,200,1,101,1,2112,54105,2660,2660.0,1,0.0
2019,1,200,1,101,1,2112,54106,350,350.0,1,0.0
2019,1,200,1,101,1,2112,54114,400,400.0,1,0.0
2019,1,200,1,101,1,2112,54116,3445,3445.0,1,0.0
2019,1,200,1,101,1,2112,54314,1800,1800.0,1,0.0
2019,1,200,1,101,1,2112,54404,30000,30000.0,1,0.0
2019,1,200,1,102,1,2111,51101,1284245,1284245.0,1,0.0
2019,1,200,1,102,1,2111,51103,63420,63420.0,1,0.0
2019,1,200,1,102,1,2111,51107,214045,214045.0,1,0.0
2019,1,200,1,102,1,2111,51201,4554830,4554830.0,1,0.0
2019,1,200,1,102,1,2111,51203,102660,102660.0,1,0.0
2019,1,200,1,102,1,2111,51207,759140,759140.0,1,0.0
2019,1,200,1,102,1,2111,51301,200000,200000.0,1,0.0
2019,1,200,1,102,1,2111,51401,105105,105105.0,1,0.0
2019,1,200,1,102,1,2111,51402,220545,220545.0,1,0.0
2019,1,200,1,102,1,2111,51403,8700,8700.0,1,0.0
2019,1,200,1,102,1,2111,51501,90450,90450.0,1,0.0
2019,1,200,1,102,1,2111,51502,332970,332970.0,1,0.0
2019,1,200,1,102,1,2111,51503,8700,8700.0,1,0.0
2019,1,200,1,102,1,2111,51702,1000000,1000000.0,1,0.0
2019,1,200,1,102,1,2111,51903,256600,256600.0,1,0.0
2019,1,200,1,102,1,2112,54101,56380,56380.0,1,0.0
2019,1,200,1,102,1,2112,54103,8000,8000.0,1,0.0
2019,1,200,1,102,1,2112,54104,203975,203975.0,1,0.0
2019,1,200,1,102,1,2112,54105,139255,139255.0,1,0.0
2019,1,200,1,102,1,2112,54106,18170,18170.0,1,0.0
2019,1,200,1,102,1,2112,54107,40415,40415.0,1,0.0
2019,1,200,1,102,1,2112,54108,80020,80020.0,1,0.0
2019,1,200,1,102,1,2112,54109,40000,40000.0,1,0.0
2019,1,200,1,102,1,2112,54110,279970,279970.0,1,0.0
2019,1,200,1,102,1,2112,54111,2050,2050.0,1,0.0
2019,1,200,1,102,1,2112,54112,18140,18140.0,1,0.0
2019,1,200,1,102,1,2112,54113,4020,4020.0,1,0.0
2019,1,200,1,102,1,2112,54114,18245,18245.0,1,0.0
2019,1,200,1,102,1,2112,54115,66180,66180.0,1,0.0
2019,1,200,1,102,1,2112,54116,7900,7900.0,1,0.0
2019,1,200,1,102,1,2112,54117,31950,31950.0,1,0.0
2019,1,200,1,102,1,2112,54118,110470,110470.0,1,0.0
2019,1,200,1,102,1,2112,54119,22260,22260.0,1,0.0
2019,1,200,1,102,1,2112,54123,120,120.0,1,0.0
2019,1,200,1,102,1,2112,54199,364570,364570.0,1,0.0
2019,1,200,1,102,1,2112,54201,400000,400000.0,1,0.0
2019,1,200,1,102,1,2112,54202,55000,55000.0,1,0.0
2019,1,200,1,102,1,2112,54203,276595,276595.0,1,0.0
2019,1,200,1,102,1,2112,54204,2640,2640.0,1,0.0
2019,1,200,1,102,1,2112,54301,181970,181970.0,1,0.0
2019,1,200,1,102,1,2112,54302,193500,193500.0,1,0.0
2019,1,200,1,102,1,2112,54305,60000,60000.0,1,0.0
2019,1,200,1,102,1,2112,54306,350000,350000.0,1,0.0
2019,1,200,1,102,1,2112,54307,125000,125000.0,1,0.0
2019,1,200,1,102,1,2112,54308,8270,8270.0,1,0.0
2019,1,200,1,102,1,2112,54310,59620,59620.0,1,0.0
2019,1,200,1,102,1,2112,54313,78050,78050.0,1,0.0
2019,1,200,1,102,1,2112,54314,246500,246500.0,1,0.0
2019,1,200,1,102,1,2112,54317,100000,100000.0,1,0.0
2019,1,200,1,102,1,2112,54399,64860,64860.0,1,0.0
2019,1,200,1,102,1,2112,54401,108480,108480.0,1,0.0
2019,1,200,1,102,1,2112,54402,46800,46800.0,1,0.0
2019,1,200,1,102,1,2112,54403,328850,328850.0,1,0.0
2019,1,200,1,102,1,2112,54404,25000,25000.0,1,0.0
2019,1,200,1,102,1,2112,54505,154225,154225.0,1,0.0
2019,1,200,1,102,1,2112,54507,12000,12000.0,1,0.0
2019,1,200,1,102,1,2112,54599,167000,167000.0,1,0.0
2019,1,200,1,102,1,2135,55507,30000,30000.0,1,0.0
2019,1,200,1,102,1,2135,55599,6750,6750.0,1,0.0
2019,1,200,1,102,1,2136,55601,2913600,2913600.0,1,0.0
2019,1,200,1,102,1,2136,55602,105000,105000.0,1,0.0
2019,1,200,1,102,1,2136,55603,200,200.0,1,0.0
2019,1,200,1,102,1,2144,56404,13000,13000.0,1,0.0
2019,1,200,1,102,1,2211,61101,50000,50000.0,1,0.0
2019,1,200,1,102,1,2211,61102,128610,128610.0,1,0.0
2019,1,200,1,102,1,2211,61103,1565,1565.0,1,0.0
2019,1,200,1,102,1,2211,61104,298400,298400.0,1,0.0
2019,1,200,1,102,1,2211,61105,380000,380000.0,1,0.0
2019,1,200,1,102,1,2211,61108,37100,37100.0,1,0.0
2019,1,200,1,102,1,2211,61199,450,450.0,1,0.0
2019,1,200,1,102,1,2213,61403,127850,127850.0,1,0.0
2019,1,200,1,102,1,2214,61603,341080,341080.0,1,0.0
2019,1,200,1,102,1,2214,61604,149895,149895.0,1,0.0
2019,1,200,2,201,1,2111,51201,13874865,13874865.0,1,0.0
2019,1,200,2,201,1,2111,51203,323035,323035.0,1,0.0
2019,1,200,2,201,1,2111,51207,2312480,2312480.0,1,0.0
2019,1,200,2,201,1,2111,51402,674115,674115.0,1,0.0
2019,1,200,2,201,1,2111,51502,1036890,1036890.0,1,0.0
2019,1,200,2,201,1,2112,54101,4100,4100.0,1,0.0
2019,1,200,2,201,1,2112,54104,3050,3050.0,1,0.0
2019,1,200,2,201,1,2112,54106,2890,2890.0,1,0.0
2019,1,200,2,201,1,2112,54114,735,735.0,1,0.0
2019,1,200,2,201,1,2112,54116,740,740.0,1,0.0
2019,1,200,2,201,1,2112,54199,800,800.0,1,0.0
2019,1,200,2,201,1,2112,54313,50000,50000.0,1,0.0
2019,1,200,2,201,1,2112,54317,112000,112000.0,1,0.0
2019,1,200,2,201,1,2112,54399,400,400.0,1,0.0
2019,1,200,2,201,1,2112,54401,67195,67195.0,1,0.0
2019,1,200,2,201,1,2112,54402,20000,20000.0,1,0.0
2019,1,200,2,201,1,2112,54403,454300,454300.0,1,0.0
2019,1,200,2,201,1,2112,54404,70000,70000.0,1,0.0
2019,1,200,2,201,1,2211,61108,8195,8195.0,1,0.0
2019,1,200,2,201,1,2211,61199,500,500.0,1,0.0
2019,1,200,2,202,1,2111,51101,2438400,2438400.0,1,0.0
2019,1,200,2,202,1,2111,51103,82130,82130.0,1,0.0
2019,1,200,2,202,1,2111,51107,406400,406400.0,1,0.0
2019,1,200,2,202,1,2111,51201,1851095,1851095.0,1,0.0
2019,1,200,2,202,1,2111,51203,49280,49280.0,1,0.0
2019,1,200,2,202,1,2111,51207,308520,308520.0,1,0.0
2019,1,200,2,202,1,2111,51401,162300,162300.0,1,0.0
2019,1,200,2,202,1,2111,51402,100395,100395.0,1,0.0
2019,1,200,2,202,1,2111,51501,165575,165575.0,1,0.0
2019,1,200,2,202,1,2111,51502,140020,140020.0,1,0.0
2019,1,200,2,202,1,2112,54101,540,540.0,1,0.0
2019,1,200,2,202,1,2112,54105,1970,1970.0,1,0.0
2019,1,200,2,202,1,2112,54106,1400,1400.0,1,0.0
2019,1,200,2,202,1,2112,54114,280,280.0,1,0.0
2019,1,200,2,202,1,2112,54116,200,200.0,1,0.0
2019,1,200,2,202,1,2112,54313,7000,7000.0,1,0.0
2019,1,200,2,202,1,2112,54403,48000,48000.0,1,0.0
2019,1,300,1,101,1,2111,51101,329975,329975.0,1,0.0
2019,1,300,1,101,1,2111,51103,4565,4565.0,1,0.0
2019,1,300,1,101,1,2111,51201,1288295,1288295.0,1,0.0
2019,1,300,1,101,1,2111,51203,49280,49280.0,1,0.0
2019,1,300,1,101,1,2111,51401,13950,13950.0,1,0.0
2019,1,300,1,101,1,2111,51402,75895,75895.0,1,0.0
2019,1,300,1,101,1,2111,51501,20460,20460.0,1,0.0
2019,1,300,1,101,1,2111,51502,99845,99845.0,1,0.0
2019,1,300,1,101,1,2111,51702,3025,3025.0,1,0.0
2019,1,300,1,101,1,2139,55702,200000,200000.0,1,0.0
2019,1,300,1,102,1,2111,51101,74255,74255.0,1,0.0
2019,1,300,1,102,1,2111,51103,2740,2740.0,1,0.0
2019,1,300,1,102,1,2111,51201,308750,308750.0,1,0.0
2019,1,300,1,102,1,2111,51203,7760,7760.0,1,0.0
2019,1,300,1,102,1,2111,51401,8085,8085.0,1,0.0
2019,1,300,1,102,1,2111,51402,14055,14055.0,1,0.0
2019,1,300,1,102,1,2111,51501,2690,2690.0,1,0.0
2019,1,300,1,102,1,2111,51502,23930,23930.0,1,0.0
2019,1,300,1,102,1,2111,51702,2465,2465.0,1,0.0
2019,1,300,1,103,1,2111,51101,125510,125510.0,1,0.0
2019,1,300,1,103,1,2111,51103,4565,4565.0,1,0.0
2019,1,300,1,103,1,2111,51201,1035020,1035020.0,1,0.0
2019,1,300,1,103,1,2111,51203,24185,24185.0,1,0.0
2019,1,300,1,103,1,2111,51401,12450,12450.0,1,0.0
2019,1,300,1,103,1,2111,51402,54010,54010.0,1,0.0
2019,1,300,1,103,1,2111,51501,5670,5670.0,1,0.0
2019,1,300,1,103,1,2111,51502,72435,72435.0,1,0.0
2019,1,300,1,103,1,2111,51702,6520,6520.0,1,0.0
2019,1,300,1,104,1,2111,51101,324435,324435.0,1,0.0
2019,1,300,1,104,1,2111,51103,14600,14600.0,1,0.0
2019,1,300,1,104,1,2111,51201,1271665,1271665.0,1,0.0
2019,1,300,1,104,1,2111,51203,51105,51105.0,1,0.0
2019,1,300,1,104,1,2111,51401,25390,25390.0,1,0.0
2019,1,300,1,104,1,2111,51402,102125,102125.0,1,0.0
2019,1,300,1,104,1,2111,51501,22390,22390.0,1,0.0
2019,1,300,1,104,1,2111,51502,77335,77335.0,1,0.0
2019,1,300,1,104,1,2111,51701,13550,13550.0,1,0.0
2019,1,300,1,104,1,2112,54101,79955,79955.0,1,0.0
2019,1,300,1,104,1,2112,54104,1730,1730.0,1,0.0
2019,1,300,1,104,1,2112,54105,5000,5000.0,1,0.0
2019,1,300,1,104,1,2112,54106,110,110.0,1,0.0
2019,1,300,1,104,1,2112,54107,3840,3840.0,1,0.0
2019,1,300,1,104,1,2112,54109,5000,5000.0,1,0.0
2019,1,300,1,104,1,2112,54111,2530,2530.0,1,0.0
2019,1,300,1,104,1,2112,54112,625,625.0,1,0.0
2019,1,300,1,104,1,2112,54114,5000,5000.0,1,0.0
2019,1,300,1,104,1,2112,54115,15000,15000.0,1,0.0
2019,1,300,1,104,1,2112,54116,2500,2500.0,1,0.0
2019,1,300,1,104,1,2112,54118,4050,4050.0,1,0.0
2019,1,300,1,104,1,2112,54119,2000,2000.0,1,0.0
2019,1,300,1,104,1,2112,54199,1890,1890.0,1,0.0
2019,1,300,1,104,1,2112,54201,162000,162000.0,1,0.0
2019,1,300,1,104,1,2112,54202,36000,36000.0,1,0.0
2019,1,300,1,104,1,2112,54203,180665,180665.0,1,0.0
2019,1,300,1,104,1,2112,54301,16000,16000.0,1,0.0
2019,1,300,1,104,1,2112,54302,83750,83750.0,1,0.0
2019,1,300,1,104,1,2112,54306,204000,204000.0,1,0.0
2019,1,300,1,104,1,2112,54307,4500,4500.0,1,0.0
2019,1,300,1,104,1,2112,54313,4155,4155.0,1,0.0
2019,1,300,1,104,1,2112,54316,12000,12000.0,1,0.0
2019,1,300,1,104,1,2112,54317,271720,271720.0,1,0.0
2019,1,300,1,104,1,2112,54399,18550,18550.0,1,0.0
2019,1,300,1,104,1,2112,54402,25000,25000.0,1,0.0
2019,1,300,1,104,1,2112,54404,85000,85000.0,1,0.0
2019,1,300,1,104,1,2112,54599,5085,5085.0,1,0.0
2019,1,300,1,104,1,2135,55599,25000,25000.0,1,0.0
2019,1,300,1,104,1,2136,55601,66815,66815.0,1,0.0
2019,1,300,1,104,1,2136,55602,48710,48710.0,1,0.0
2019,1,300,1,104,1,2136,55603,3000,3000.0,1,0.0
2019,1,300,1,104,1,2211,61105,1000000,1000000.0,1,0.0
2019,1,300,2,201,1,2111,51101,49035,49035.0,1,0.0
2019,1,300,2,201,1,2111,51103,1825,1825.0,1,0.0
2019,1,300,2,201,1,2111,51201,836490,836490.0,1,0.0
2019,1,300,2,201,1,2111,51203,29660,29660.0,1,0.0
2019,1,300,2,201,1,2111,51401,4580,4580.0,1,0.0
2019,1,300,2,201,1,2111,51402,68985,68985.0,1,0.0
2019,1,300,2,201,1,2111,51501,2205,2205.0,1,0.0
2019,1,300,2,201,1,2111,51502,43260,43260.0,1,0.0
2019,1,300,2,202,1,2111,51101,29735,29735.0,1,0.0
2019,1,300,2,202,1,2111,51103,1370,1370.0,1,0.0
2019,1,300,2,202,1,2111,51201,928590,928590.0,1,0.0
2019,1,300,2,202,1,2111,51203,35590,35590.0,1,0.0
2019,1,300,2,202,1,2111,51401,2215,2215.0,1,0.0
2019,1,300,2,202,1,2111,51402,66675,66675.0,1,0.0
2019,1,300,2,202,1,2111,51501,2305,2305.0,1,0.0
2019,1,300,2,202,1,2111,51502,61810,61810.0,1,0.0
2019,1,300,2,203,1,2111,51105,112610,112610.0,1,0.0
2019,1,300,2,203,1,2111,51201,379120,379120.0,1,0.0
2019,1,300,2,203,1,2111,51203,13235,13235.0,1,0.0
2019,1,300,2,203,1,2111,51402,27265,27265.0,1,0.0
2019,1,300,2,203,1,2111,51502,26700,26700.0,1,0.0
2019,1,300,2,203,1,2111,51702,1580,1580.0,1,0.0
2019,1,300,2,203,1,2111,51999,40695,40695.0,1,0.0
2019,1,300,2,203,1,2112,54101,56295,56295.0,1,0.0
2019,1,300,2,203,1,2112,54104,300,300.0,1,0.0
2019,1,300,2,203,1,2112,54105,1000,1000.0,1,0.0
2019,1,300,2,203,1,2112,54106,380,380.0,1,0.0
2019,1,300,2,203,1,2112,54107,550,550.0,1,0.0
2019,1,300,2,203,1,2112,54108,200,200.0,1,0.0
2019,1,300,2,203,1,2112,54109,2000,2000.0,1,0.0
2019,1,300,2,203,1,2112,54110,5600,5600.0,1,0.0
2019,1,300,2,203,1,2112,54111,500,500.0,1,0.0
2019,1,300,2,203,1,2112,54112,500,500.0,1,0.0
2019,1,300,2,203,1,2112,54114,1000,1000.0,1,0.0
2019,1,300,2,203,1,2112,54115,1000,1000.0,1,0.0
2019,1,300,2,203,1,2112,54116,1000,1000.0,1,0.0
2019,1,300,2,203,1,2112,54199,345,345.0,1,0.0
2019,1,300,2,203,1,2112,54201,9600,9600.0,1,0.0
2019,1,300,2,203,1,2112,54202,3600,3600.0,1,0.0
2019,1,300,2,203,1,2112,54203,30000,30000.0,1,0.0
2019,1,300,2,203,1,2112,54301,2000,2000.0,1,0.0
2019,1,300,2,203,1,2112,54302,4000,4000.0,1,0.0
2019,1,300,2,203,1,2112,54306,12100,12100.0,1,0.0
2019,1,300,2,203,1,2112,54307,250,250.0,1,0.0
2019,1,300,2,203,1,2112,54316,1920,1920.0,1,0.0
2019,1,300,2,203,1,2112,54317,25680,25680.0,1,0.0
2019,1,300,2,203,1,2112,54402,16200,16200.0,1,0.0
2019,1,300,2,203,1,2112,54404,13950,13950.0,1,0.0
2019,1,300,2,203,1,2112,54505,15000,15000.0,1,0.0
2019,1,300,2,203,1,2136,55601,60,60.0,1,0.0
2019,1,300,2,203,1,2136,55602,3460,3460.0,1,0.0
2019,1,300,3,301,1,2142,5620301,7142455,7142455.0,1,0.0
2019,1,301,1,101,1,2111,51101,43615,43615.0,2,0.0
2019,1,301,1,101,1,2111,51103,460,460.0,2,0.0
2019,1,301,1,101,1,2111,51105,27155,27155.0,2,0.0
2019,1,301,1,101,1,2111,51107,900,900.0,2,0.0
2019,1,301,1,101,1,2111,51201,177655,177655.0,2,0.0
2019,1,301,1,101,1,2111,51203,6390,6390.0,2,0.0
2019,1,301,1,101,1,2111,51207,12600,12600.0,2,0.0
2019,1,301,1,101,1,2111,51401,900,900.0,2,0.0
2019,1,301,1,101,1,2111,51402,9830,9830.0,2,0.0
2019,1,301,1,101,1,2111,51501,3380,3380.0,2,0.0
2019,1,301,1,101,1,2111,51502,13770,13770.0,2,0.0
2019,1,301,1,102,1,2111,51201,163230,163230.0,2,0.0
2019,1,301,1,102,1,2111,51203,5475,5475.0,2,0.0
2019,1,301,1,102,1,2111,51207,10800,10800.0,2,0.0
2019,1,301,1,102,1,2111,51402,9295,9295.0,2,0.0
